generation,time_hour,time_minute,month,day_of_week,day,week_of_year,consumption_change,consumption,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
0.0,0,0,1,0,1,1,0.0,0.789,1,-4,0.0,10.0,1,97,-15,-10,-4,-10,30,31,41,0.0,1040,-4,10,12,23
0.0,0,15,1,0,1,1,0.5630000000000001,1.352,1,-4,0.0,10.0,1,97,-15,-10,-4,-10,30,31,41,0.0,1040,-4,10,12,23
0.0,0,30,1,0,1,1,-0.04200000000000004,1.31,1,-4,0.0,10.0,1,97,-15,-10,-4,-10,30,31,41,0.0,1040,-4,10,12,23
0.0,0,45,1,0,1,1,-0.039000000000000146,1.271,1,-4,0.0,10.0,1,97,-15,-10,-4,-10,30,31,41,0.0,1040,-4,10,12,23
0.0,1,0,1,0,1,1,0.30799999999999983,1.5789999999999997,1,-4,0.0,10.0,1,97,-15,-10,-3,-10,31,43,40,0.0,1040,-3,10,15,23
0.0,1,15,1,0,1,1,-0.2519999999999998,1.327,1,-4,0.0,10.0,1,97,-15,-10,-3,-10,31,43,40,0.0,1040,-3,10,15,23
0.0,1,30,1,0,1,1,1.0969999999999995,2.4239999999999995,1,-4,0.0,10.0,1,97,-15,-10,-3,-10,31,43,40,0.0,1040,-3,10,15,23
0.0,1,45,1,0,1,1,-0.4149999999999996,2.009,1,-4,0.0,10.0,1,97,-15,-10,-3,-10,31,43,40,0.0,1040,-3,10,15,23
0.0,2,0,1,0,1,1,-0.44399999999999995,1.565,1,-4,0.0,10.0,1,97,-15,-10,-3,-10,31,55,39,0.0,1041,-3,10,17,24
0.0,2,15,1,0,1,1,-0.17799999999999994,1.387,1,-4,0.0,10.0,1,97,-15,-10,-3,-10,31,55,39,0.0,1041,-3,10,17,24
0.0,2,30,1,0,1,1,-0.006999999999999895,1.3800000000000001,1,-4,0.0,10.0,1,97,-15,-10,-3,-10,31,55,39,0.0,1041,-3,10,17,24
0.0,2,45,1,0,1,1,-0.06800000000000006,1.312,1,-4,0.0,10.0,1,97,-15,-10,-3,-10,31,55,39,0.0,1041,-3,10,17,24
0.0,3,0,1,0,1,1,0.135,1.447,1,-4,0.0,10.0,1,97,-16,-10,-3,-10,31,68,37,0.0,1041,-3,10,20,24
0.0,3,15,1,0,1,1,0.03299999999999992,1.48,1,-4,0.0,10.0,1,97,-16,-10,-3,-10,31,68,37,0.0,1041,-3,10,20,24
0.0,3,30,1,0,1,1,-0.23699999999999988,1.243,1,-4,0.0,10.0,1,97,-16,-10,-3,-10,31,68,37,0.0,1041,-3,10,20,24
0.0,3,45,1,0,1,1,0.007999999999999785,1.251,1,-4,0.0,10.0,1,97,-16,-10,-3,-10,31,68,37,0.0,1041,-3,10,20,24
0.0,4,0,1,0,1,1,-0.1529999999999998,1.098,1,-4,0.0,10.0,1,97,-16,-9,-2,-9,28,56,35,0.0,1041,-2,10,16,22
0.0,4,15,1,0,1,1,1.1210000000000002,2.2190000000000003,1,-4,0.0,10.0,1,97,-16,-9,-2,-9,28,56,35,0.0,1041,-2,10,16,22
0.0,4,30,1,0,1,1,0.3179999999999996,2.537,1,-4,0.0,10.0,1,97,-16,-9,-2,-9,28,56,35,0.0,1041,-2,10,16,22
0.0,4,45,1,0,1,1,-0.05799999999999983,2.479,1,-4,0.0,10.0,1,97,-16,-9,-2,-9,28,56,35,0.0,1041,-2,10,16,22
0.0,5,0,1,0,1,1,-0.12700000000000067,2.3519999999999994,1,-4,0.0,10.0,1,97,-16,-7,-1,-7,24,44,32,0.0,1041,-1,10,13,20
0.0,5,15,1,0,1,1,0.10700000000000065,2.459,1,-4,0.0,10.0,1,97,-16,-7,-1,-7,24,44,32,0.0,1041,-1,10,13,20
0.0,5,30,1,0,1,1,0.0349999999999997,2.4939999999999998,1,-4,0.0,10.0,1,97,-16,-7,-1,-7,24,44,32,0.0,1041,-1,10,13,20
0.0,5,45,1,0,1,1,-0.07100000000000017,2.4229999999999996,1,-4,0.0,10.0,1,97,-16,-7,-1,-7,24,44,32,0.0,1041,-1,10,13,20
0.0,6,0,1,0,1,1,-0.02499999999999991,2.3979999999999997,1,-4,0.0,10.0,1,97,-16,-6,0,-6,21,33,30,0.0,1040,0,10,10,18
0.0,6,15,1,0,1,1,0.05300000000000038,2.451,1,-4,0.0,10.0,1,97,-16,-6,0,-6,21,33,30,0.0,1040,0,10,10,18
0.0,6,30,1,0,1,1,-0.06199999999999983,2.3890000000000002,1,-4,0.0,10.0,1,97,-16,-6,0,-6,21,33,30,0.0,1040,0,10,10,18
0.0,6,45,1,0,1,1,0.05599999999999916,2.4449999999999994,1,-4,0.0,10.0,1,97,-16,-6,0,-6,21,33,30,0.0,1040,0,10,10,18
0.0,7,0,1,0,1,1,0.034000000000000696,2.479,1,-4,0.0,10.0,1,97,-15,-5,0,-5,21,32,30,0.0,1040,0,10,13,18
0.0,7,15,1,0,1,1,-0.04700000000000015,2.432,1,-4,0.0,10.0,1,97,-15,-5,0,-5,21,32,30,0.0,1040,0,10,13,18
0.0,7,30,1,0,1,1,-0.0640000000000005,2.3679999999999994,1,-4,0.0,10.0,1,97,-15,-5,0,-5,21,32,30,0.0,1040,0,10,13,18
0.003,7,45,1,0,1,1,0.13600000000000012,2.5039999999999996,1,-4,0.0,10.0,1,97,-15,-5,0,-5,21,32,30,0.0,1040,0,10,13,18
0.09,8,0,1,0,1,1,-0.06999999999999984,2.4339999999999997,1,-4,0.0,10.0,1,97,-15,-4,1,-4,20,31,31,0.0,1039,1,10,16,18
0.145,8,15,1,0,1,1,-0.18900000000000006,2.2449999999999997,1,-4,0.0,10.0,1,97,-15,-4,1,-4,20,31,31,0.0,1039,1,10,16,18
0.387,8,30,1,0,1,1,-0.26599999999999957,1.979,1,-4,0.0,10.0,1,97,-15,-4,1,-4,20,31,31,0.0,1039,1,10,16,18
0.543,8,45,1,0,1,1,0.4079999999999995,2.3869999999999996,1,-4,0.0,10.0,1,97,-15,-4,1,-4,20,31,31,0.0,1039,1,10,16,18
1.077,9,0,1,0,1,1,-0.9329999999999994,1.4540000000000002,1,-4,0.0,10.0,1,97,-14,-4,1,-4,20,29,31,0.0,1038,1,10,19,18
0.899,9,15,1,0,1,1,-0.04500000000000015,1.409,1,-4,0.0,10.0,1,97,-14,-4,1,-4,20,29,31,0.0,1038,1,10,19,18
1.218,9,30,1,0,1,1,-0.29400000000000004,1.115,1,-4,0.0,10.0,1,97,-14,-4,1,-4,20,29,31,0.0,1038,1,10,19,18
1.249,9,45,1,0,1,1,-0.40900000000000003,0.706,1,-4,0.0,10.0,1,97,-14,-4,1,-4,20,29,31,0.0,1038,1,10,19,18
1.092,10,0,1,0,1,1,-0.9099999999999999,-0.204,1,-4,0.0,10.0,1,97,-14,-4,0,-4,20,23,33,0.0,1038,0,10,21,16
1.24,10,15,1,0,1,1,-0.144,-0.348,1,-4,0.0,10.0,1,97,-14,-4,0,-4,20,23,33,0.0,1038,0,10,21,16
1.368,10,30,1,0,1,1,-0.17700000000000005,-0.525,1,-4,0.0,10.0,1,97,-14,-4,0,-4,20,23,33,0.0,1038,0,10,21,16
1.653,10,45,1,0,1,1,-0.6460000000000002,-1.1710000000000003,1,-4,0.0,10.0,1,97,-14,-4,0,-4,20,23,33,0.0,1038,0,10,21,16
1.805,11,0,1,0,1,1,-0.21700000000000008,-1.3880000000000003,1,-4,0.0,10.0,1,97,-14,-5,0,-5,20,17,34,0.0,1038,0,10,23,15
1.606,11,15,1,0,1,1,0.19600000000000017,-1.1920000000000002,1,-4,0.0,10.0,1,97,-14,-5,0,-5,20,17,34,0.0,1038,0,10,23,15
1.738,11,30,1,0,1,1,-0.09899999999999998,-1.2910000000000001,1,-4,0.0,10.0,1,97,-14,-5,0,-5,20,17,34,0.0,1038,0,10,23,15
1.65,11,45,1,0,1,1,0.07699999999999996,-1.2140000000000002,1,-4,0.0,10.0,1,97,-14,-5,0,-5,20,17,34,0.0,1038,0,10,23,15
1.679,12,0,1,0,1,1,-0.1120000000000001,-1.3260000000000003,1,-4,0.0,10.0,1,97,-14,-5,-1,-5,19,11,36,0.0,1037,-1,10,25,13
1.699,12,15,1,0,1,1,0.121,-1.2050000000000003,1,-4,0.0,10.0,1,97,-14,-5,-1,-5,19,11,36,0.0,1037,-1,10,25,13
1.612,12,30,1,0,1,1,0.04000000000000026,-1.165,1,-4,0.0,10.0,1,97,-14,-5,-1,-5,19,11,36,0.0,1037,-1,10,25,13
1.323,12,45,1,0,1,1,0.21400000000000008,-0.951,1,-4,0.0,10.0,1,97,-14,-5,-1,-5,19,11,36,0.0,1037,-1,10,25,13
1.062,13,0,1,0,1,1,0.243,-0.708,1,-4,0.0,10.0,1,97,-14,-6,-1,-6,20,18,38,0.0,1038,-1,10,26,14
1.145,13,15,1,0,1,1,0.08400000000000007,-0.6239999999999999,1,-4,0.0,10.0,1,97,-14,-6,-1,-6,20,18,38,0.0,1038,-1,10,26,14
1.124,13,30,1,0,1,1,-0.05700000000000005,-0.6809999999999999,1,-4,0.0,10.0,1,97,-14,-6,-1,-6,20,18,38,0.0,1038,-1,10,26,14
1.048,13,45,1,0,1,1,-0.04400000000000004,-0.725,1,-4,0.0,10.0,1,97,-14,-6,-1,-6,20,18,38,0.0,1038,-1,10,26,14
1.089,14,0,1,0,1,1,0.05499999999999994,-0.67,1,-4,0.0,10.0,1,97,-14,-7,-2,-7,20,25,40,0.0,1038,-2,10,28,14
0.949,14,15,1,0,1,1,0.21300000000000002,-0.457,1,-4,0.0,10.0,1,97,-14,-7,-2,-7,20,25,40,0.0,1038,-2,10,28,14
0.851,14,30,1,0,1,1,0.007000000000000062,-0.44999999999999996,1,-4,0.0,10.0,1,97,-14,-7,-2,-7,20,25,40,0.0,1038,-2,10,28,14
1.038,14,45,1,0,1,1,-0.238,-0.688,1,-4,0.0,10.0,1,97,-14,-7,-2,-7,20,25,40,0.0,1038,-2,10,28,14
0.748,15,0,1,0,1,1,0.383,-0.30499999999999994,1,-4,0.0,10.0,1,97,-14,-7,-3,-7,21,32,41,0.0,1038,-3,10,29,14
0.442,15,15,1,0,1,1,0.30499999999999994,0.0,1,-4,0.0,10.0,1,97,-14,-7,-3,-7,21,32,41,0.0,1038,-3,10,29,14
0.535,15,30,1,0,1,1,4.675,4.675,1,-4,0.0,10.0,1,97,-14,-7,-3,-7,21,32,41,0.0,1038,-3,10,29,14
0.453,15,45,1,0,1,1,3.6789999999999994,8.354,1,-4,0.0,10.0,1,97,-14,-7,-3,-7,21,32,41,0.0,1038,-3,10,29,14
0.466,16,0,1,0,1,1,-0.7449999999999992,7.609,1,-4,0.0,10.0,1,97,-14,-7,-3,-7,18,37,41,0.0,1038,-3,10,28,13
0.408,16,15,1,0,1,1,-1.5869999999999997,6.022,1,-4,0.0,10.0,1,97,-14,-7,-3,-7,18,37,41,0.0,1038,-3,10,28,13
0.536,16,30,1,0,1,1,-3.49,2.532,1,-4,0.0,10.0,1,97,-14,-7,-3,-7,18,37,41,0.0,1038,-3,10,28,13
0.122,16,45,1,0,1,1,0.21999999999999975,2.752,1,-4,0.0,10.0,1,97,-14,-7,-3,-7,18,37,41,0.0,1038,-3,10,28,13
0.026,17,0,1,0,1,1,-0.06099999999999994,2.691,1,-4,0.0,10.0,1,97,-14,-7,-3,-7,16,42,41,0.0,1038,-3,10,28,11
0.0,17,15,1,0,1,1,0.516,3.207,1,-4,0.0,10.0,1,97,-14,-7,-3,-7,16,42,41,0.0,1038,-3,10,28,11
0.0,17,30,1,0,1,1,0.42600000000000016,3.633,1,-4,0.0,10.0,1,97,-14,-7,-3,-7,16,42,41,0.0,1038,-3,10,28,11
0.0,17,45,1,0,1,1,0.0129999999999999,3.646,1,-4,0.0,10.0,1,97,-14,-7,-3,-7,16,42,41,0.0,1038,-3,10,28,11
0.0,18,0,1,0,1,1,-0.20999999999999996,3.436,2,-3,0.0,6.7,2,100,-14,-7,-3,-7,14,47,41,0.0,1038,-3,10,27,10
0.0,18,15,1,0,1,1,0.07299999999999951,3.5089999999999995,2,-3,0.0,6.7,2,100,-14,-7,-3,-7,14,47,41,0.0,1038,-3,10,27,10
0.0,18,30,1,0,1,1,0.11400000000000032,3.6229999999999998,2,-3,0.0,6.7,2,100,-14,-7,-3,-7,14,47,41,0.0,1038,-3,10,27,10
0.0,18,45,1,0,1,1,0.08999999999999986,3.7129999999999996,2,-3,0.0,6.7,2,100,-14,-7,-3,-7,14,47,41,0.0,1038,-3,10,27,10
0.0,19,0,1,0,1,1,0.09200000000000008,3.8049999999999997,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,15,56,40,0.0,1038,-2,10,34,11
0.0,19,15,1,0,1,1,0.06700000000000017,3.872,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,15,56,40,0.0,1038,-2,10,34,11
0.0,19,30,1,0,1,1,-0.06600000000000028,3.8059999999999996,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,15,56,40,0.0,1038,-2,10,34,11
0.0,19,45,1,0,1,1,0.14000000000000012,3.9459999999999997,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,15,56,40,0.0,1038,-2,10,34,11
0.0,20,0,1,0,1,1,-0.06899999999999995,3.877,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,17,65,40,0.0,1037,-2,10,42,12
0.0,20,15,1,0,1,1,-0.04400000000000004,3.8329999999999997,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,17,65,40,0.0,1037,-2,10,42,12
0.0,20,30,1,0,1,1,-0.014000000000000234,3.8189999999999995,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,17,65,40,0.0,1037,-2,10,42,12
0.0,20,45,1,0,1,1,0.07500000000000062,3.894,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,17,65,40,0.0,1037,-2,10,42,12
0.0,21,0,1,0,1,1,-0.9810000000000003,2.913,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,18,74,40,0.0,1037,-2,10,49,13
0.0,21,15,1,0,1,1,-0.4099999999999997,2.503,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,18,74,40,0.0,1037,-2,10,49,13
0.0,21,30,1,0,1,1,-0.40500000000000025,2.098,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,18,74,40,0.0,1037,-2,10,49,13
0.0,21,45,1,0,1,1,1.6059999999999999,3.7039999999999997,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,18,74,40,0.0,1037,-2,10,49,13
0.0,22,0,1,0,1,1,-0.08399999999999963,3.62,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,17,81,39,0.0,1037,-2,10,46,13
0.0,22,15,1,0,1,1,-0.21700000000000008,3.403,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,17,81,39,0.0,1037,-2,10,46,13
0.0,22,30,1,0,1,1,0.05299999999999949,3.4559999999999995,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,17,81,39,0.0,1037,-2,10,46,13
0.0,22,45,1,0,1,1,-0.6999999999999993,2.7560000000000002,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,17,81,39,0.0,1037,-2,10,46,13
0.0,23,0,1,0,1,1,-0.08000000000000052,2.6759999999999997,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,16,87,38,0.0,1036,-2,10,43,12
0.0,23,15,1,0,1,1,-1.0149999999999997,1.661,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,16,87,38,0.0,1036,-2,10,43,12
0.0,23,30,1,0,1,1,-1.195,0.466,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,16,87,38,0.0,1036,-2,10,43,12
0.0,23,45,1,0,1,1,0.010000000000000009,0.47600000000000003,2,-3,0.0,6.7,2,100,-14,-7,-2,-7,16,87,38,0.0,1036,-2,10,43,12
0.0,0,0,1,1,2,1,0.033999999999999975,0.51,2,-3,0.0,6.7,2,100,-15,-7,-2,-7,15,94,38,0.0,1036,-2,10,39,11
0.0,0,15,1,1,2,1,-0.07799999999999996,0.43200000000000005,2,-3,0.0,6.7,2,100,-15,-7,-2,-7,15,94,38,0.0,1036,-2,10,39,11
0.0,0,30,1,1,2,1,0.057999999999999996,0.49000000000000005,2,-3,0.0,6.7,2,100,-15,-7,-2,-7,15,94,38,0.0,1036,-2,10,39,11
0.0,0,45,1,1,2,1,-0.0050000000000000044,0.48500000000000004,2,-3,0.0,6.7,2,100,-15,-7,-2,-7,15,94,38,0.0,1036,-2,10,39,11
0.0,1,0,1,1,2,1,-0.06,0.42500000000000004,2,-3,0.0,6.7,2,100,-14,-6,-2,-6,16,92,37,0.0,1036,-2,10,42,12
0.0,1,15,1,1,2,1,0.05399999999999994,0.479,2,-3,0.0,6.7,2,100,-14,-6,-2,-6,16,92,37,0.0,1036,-2,10,42,12
0.0,1,30,1,1,2,1,0.010000000000000064,0.48900000000000005,2,-3,0.0,6.7,2,100,-14,-6,-2,-6,16,92,37,0.0,1036,-2,10,42,12
0.0,1,45,1,1,2,1,-0.03200000000000003,0.457,2,-3,0.0,6.7,2,100,-14,-6,-2,-6,16,92,37,0.0,1036,-2,10,42,12
0.0,2,0,1,1,2,1,-0.064,0.393,2,-3,0.0,6.7,2,100,-14,-6,-2,-6,16,91,37,0.0,1036,-2,10,44,12
0.0,2,15,1,1,2,1,0.139,0.532,2,-3,0.0,6.7,2,100,-14,-6,-2,-6,16,91,37,0.0,1036,-2,10,44,12
0.0,2,30,1,1,2,1,-0.04799999999999999,0.48400000000000004,2,-3,0.0,6.7,2,100,-14,-6,-2,-6,16,91,37,0.0,1036,-2,10,44,12
0.0,2,45,1,1,2,1,-0.07400000000000007,0.41,2,-3,0.0,6.7,2,100,-14,-6,-2,-6,16,91,37,0.0,1036,-2,10,44,12
0.0,3,0,1,1,2,1,-0.03799999999999992,0.37200000000000005,2,-3,0.0,6.7,2,100,-14,-6,-2,-6,17,90,37,0.0,1036,-2,10,47,13
0.0,3,15,1,1,2,1,0.193,0.5650000000000001,2,-3,0.0,6.7,2,100,-14,-6,-2,-6,17,90,37,0.0,1036,-2,10,47,13
0.0,3,30,1,1,2,1,-0.05400000000000005,0.511,2,-3,0.0,6.7,2,100,-14,-6,-2,-6,17,90,37,0.0,1036,-2,10,47,13
0.0,3,45,1,1,2,1,-0.13699999999999996,0.37400000000000005,2,-3,0.0,6.7,2,100,-14,-6,-2,-6,17,90,37,0.0,1036,-2,10,47,13
0.0,4,0,1,1,2,1,0.782,1.1560000000000001,2,-3,0.0,6.7,2,100,-14,-5,-1,-5,16,93,37,0.0,1036,-1,10,38,13
0.0,4,15,1,1,2,1,1.384,2.54,2,-3,0.0,6.7,2,100,-14,-5,-1,-5,16,93,37,0.0,1036,-1,10,38,13
0.0,4,30,1,1,2,1,-0.06300000000000017,2.477,2,-3,0.0,6.7,2,100,-14,-5,-1,-5,16,93,37,0.0,1036,-1,10,38,13
0.0,4,45,1,1,2,1,-0.13400000000000034,2.3429999999999995,2,-3,0.0,6.7,2,100,-14,-5,-1,-5,16,93,37,0.0,1036,-1,10,38,13
0.0,5,0,1,1,2,1,0.09100000000000019,2.4339999999999997,2,-3,0.0,6.7,2,100,-13,-4,0,-4,15,97,36,0.0,1035,0,10,29,13
0.0,5,15,1,1,2,1,0.08500000000000041,2.519,2,-3,0.0,6.7,2,100,-13,-4,0,-4,15,97,36,0.0,1035,0,10,29,13
0.0,5,30,1,1,2,1,-0.03500000000000014,2.484,2,-3,0.0,6.7,2,100,-13,-4,0,-4,15,97,36,0.0,1035,0,10,29,13
0.0,5,45,1,1,2,1,-0.0810000000000004,2.4029999999999996,2,-3,0.0,6.7,2,100,-13,-4,0,-4,15,97,36,0.0,1035,0,10,29,13
0.0,6,0,1,1,2,1,0.09299999999999997,2.4959999999999996,2,-3,0.0,6.7,2,100,-13,-3,1,-3,15,100,36,0.0,1035,1,10,20,13
0.0,6,15,1,1,2,1,-0.023999999999999577,2.472,2,-3,0.0,6.7,2,100,-13,-3,1,-3,15,100,36,0.0,1035,1,10,20,13
0.0,6,30,1,1,2,1,-0.04899999999999993,2.423,2,-3,0.0,6.7,2,100,-13,-3,1,-3,15,100,36,0.0,1035,1,10,20,13
0.0,6,45,1,1,2,1,0.14199999999999946,2.5649999999999995,2,-3,0.0,6.7,2,100,-13,-3,1,-3,15,100,36,0.0,1035,1,10,20,13
0.0,7,0,1,1,2,1,0.9769999999999999,3.5419999999999994,2,-3,0.0,6.7,2,100,-12,-3,1,-3,16,95,37,0.0,1034,1,10,18,14
0.0,7,15,1,1,2,1,-0.4109999999999996,3.131,2,-3,0.0,6.7,2,100,-12,-3,1,-3,16,95,37,0.0,1034,1,10,18,14
0.0,7,30,1,1,2,1,-0.11399999999999988,3.017,2,-3,0.0,6.7,2,100,-12,-3,1,-3,16,95,37,0.0,1034,1,10,18,14
0.018,7,45,1,1,2,1,-0.14900000000000047,2.8679999999999994,2,-3,0.0,6.7,2,100,-12,-3,1,-3,16,95,37,0.0,1034,1,10,18,14
0.069,8,0,1,1,2,1,-0.4039999999999999,2.4639999999999995,2,-3,0.0,6.7,2,100,-11,-3,1,-3,17,89,38,0.0,1033,1,10,16,15
0.047,8,15,1,1,2,1,-0.04599999999999982,2.4179999999999997,2,-3,0.0,6.7,2,100,-11,-3,1,-3,17,89,38,0.0,1033,1,10,16,15
0.089,8,30,1,1,2,1,-0.11100000000000021,2.3069999999999995,2,-3,0.0,6.7,2,100,-11,-3,1,-3,17,89,38,0.0,1033,1,10,16,15
0.154,8,45,1,1,2,1,0.10100000000000042,2.408,2,-3,0.0,6.7,2,100,-11,-3,1,-3,17,89,38,0.0,1033,1,10,16,15
0.222,9,0,1,1,2,1,0.12199999999999989,2.53,2,-3,0.0,6.7,2,100,-11,-2,2,-2,18,84,40,0.0,1032,2,10,14,15
0.327,9,15,1,1,2,1,0.13099999999999978,2.6609999999999996,2,-3,0.0,6.7,2,100,-11,-2,2,-2,18,84,40,0.0,1032,2,10,14,15
0.479,9,30,1,1,2,1,-0.1589999999999998,2.502,2,-3,0.0,6.7,2,100,-11,-2,2,-2,18,84,40,0.0,1032,2,10,14,15
0.589,9,45,1,1,2,1,-0.5229999999999999,1.9789999999999999,2,-3,0.0,6.7,2,100,-11,-2,2,-2,18,84,40,0.0,1032,2,10,14,15
0.641,10,0,1,1,2,1,1.4259999999999995,3.4049999999999994,2,-3,0.0,6.7,2,100,-11,-3,1,-3,19,58,42,0.0,1032,1,10,124,15
0.681,10,15,1,1,2,1,-1.0619999999999994,2.343,2,-3,0.0,6.7,2,100,-11,-3,1,-3,19,58,42,0.0,1032,1,10,124,15
0.644,10,30,1,1,2,1,0.3380000000000001,2.681,2,-3,0.0,6.7,2,100,-11,-3,1,-3,19,58,42,0.0,1032,1,10,124,15
0.692,10,45,1,1,2,1,0.46299999999999963,3.1439999999999997,2,-3,0.0,6.7,2,100,-11,-3,1,-3,19,58,42,0.0,1032,1,10,124,15
0.771,11,0,1,1,2,1,0.20100000000000007,3.3449999999999998,2,-3,0.0,6.7,2,100,-11,-4,0,-4,20,32,45,0.0,1032,0,10,235,14
0.829,11,15,1,1,2,1,-0.16600000000000037,3.1789999999999994,2,-3,0.0,6.7,2,100,-11,-4,0,-4,20,32,45,0.0,1032,0,10,235,14
0.832,11,30,1,1,2,1,0.573,3.7519999999999993,2,-3,0.0,6.7,2,100,-11,-4,0,-4,20,32,45,0.0,1032,0,10,235,14
0.904,11,45,1,1,2,1,-0.5099999999999998,3.2419999999999995,2,-3,0.0,6.7,2,100,-11,-4,0,-4,20,32,45,0.0,1032,0,10,235,14
0.871,12,0,1,1,2,1,0.07400000000000029,3.316,2,-3,0.0,6.7,2,100,-11,-5,-1,-5,21,7,48,0.0,1033,-1,10,346,14
0.962,12,15,1,1,2,1,-0.1770000000000005,3.1389999999999993,2,-3,0.0,6.7,2,100,-11,-5,-1,-5,21,7,48,0.0,1033,-1,10,346,14
0.879,12,30,1,1,2,1,0.5660000000000007,3.705,2,-3,0.0,6.7,2,100,-11,-5,-1,-5,21,7,48,0.0,1033,-1,10,346,14
0.764,12,45,1,1,2,1,-0.23400000000000043,3.4709999999999996,2,-3,0.0,6.7,2,100,-11,-5,-1,-5,21,7,48,0.0,1033,-1,10,346,14
0.732,13,0,1,1,2,1,-0.06000000000000005,3.4109999999999996,2,-3,0.0,6.7,2,100,-10,-6,-2,-6,21,6,52,0.0,1033,-2,10,348,14
0.724,13,15,1,1,2,1,0.004999999999999893,3.4159999999999995,2,-3,0.0,6.7,2,100,-10,-6,-2,-6,21,6,52,0.0,1033,-2,10,348,14
0.707,13,30,1,1,2,1,0.0690000000000004,3.485,2,-3,0.0,6.7,2,100,-10,-6,-2,-6,21,6,52,0.0,1033,-2,10,348,14
0.617,13,45,1,1,2,1,0.6019999999999999,4.087,2,-3,0.0,6.7,2,100,-10,-6,-2,-6,21,6,52,0.0,1033,-2,10,348,14
0.55,14,0,1,1,2,1,0.4939999999999998,4.5809999999999995,2,-3,0.0,6.7,2,100,-10,-7,-2,-7,21,5,57,0.0,1034,-2,10,350,13
0.533,14,15,1,1,2,1,-0.07699999999999996,4.504,2,-3,0.0,6.7,2,100,-10,-7,-2,-7,21,5,57,0.0,1034,-2,10,350,13
0.414,14,30,1,1,2,1,-0.2759999999999998,4.228,2,-3,0.0,6.7,2,100,-10,-7,-2,-7,21,5,57,0.0,1034,-2,10,350,13
0.336,14,45,1,1,2,1,-2.01,2.218,2,-3,0.0,6.7,2,100,-10,-7,-2,-7,21,5,57,0.0,1034,-2,10,350,13
0.301,15,0,1,1,2,1,-0.29400000000000026,1.9239999999999997,2,-3,0.0,6.7,2,100,-9,-8,-3,-8,21,4,62,0.0,1034,-3,10,353,13
0.261,15,15,1,1,2,1,0.05400000000000005,1.9779999999999998,2,-3,0.0,6.7,2,100,-9,-8,-3,-8,21,4,62,0.0,1034,-3,10,353,13
0.171,15,30,1,1,2,1,1.0179999999999998,2.9959999999999996,2,-3,0.0,6.7,2,100,-9,-8,-3,-8,21,4,62,0.0,1034,-3,10,353,13
0.116,15,45,1,1,2,1,-0.7349999999999999,2.2609999999999997,2,-3,0.0,6.7,2,100,-9,-8,-3,-8,21,4,62,0.0,1034,-3,10,353,13
0.074,16,0,1,1,2,1,-0.016999999999999904,2.2439999999999998,2,-3,0.0,6.7,2,100,-10,-8,-4,-8,18,3,61,0.0,1034,-4,10,349,12
0.092,16,15,1,1,2,1,0.6039999999999996,2.8479999999999994,2,-3,0.0,6.7,2,100,-10,-8,-4,-8,18,3,61,0.0,1034,-4,10,349,12
0.0,16,30,1,1,2,1,0.403,3.2509999999999994,2,-3,0.0,6.7,2,100,-10,-8,-4,-8,18,3,61,0.0,1034,-4,10,349,12
0.0,16,45,1,1,2,1,-1.2509999999999994,2.0,2,-3,0.0,6.7,2,100,-10,-8,-4,-8,18,3,61,0.0,1034,-4,10,349,12
0.0,17,0,1,1,2,1,-1.341,0.659,2,-3,0.0,6.7,2,100,-10,-8,-4,-8,15,1,61,0.0,1034,-4,10,345,10
0.0,17,15,1,1,2,1,1.7539999999999998,2.413,2,-3,0.0,6.7,2,100,-10,-8,-4,-8,15,1,61,0.0,1034,-4,10,345,10
0.0,17,30,1,1,2,1,0.14500000000000002,2.558,2,-3,0.0,6.7,2,100,-10,-8,-4,-8,15,1,61,0.0,1034,-4,10,345,10
0.0,17,45,1,1,2,1,-0.07200000000000006,2.4859999999999998,2,-3,0.0,6.7,2,100,-10,-8,-4,-8,15,1,61,0.0,1034,-4,10,345,10
0.0,18,0,1,1,2,1,1.4890000000000008,3.9750000000000005,11,-5,0.0,10.2,2,89,-11,-9,-4,-9,13,0,60,0.0,1034,-4,10,342,9
